=== Effect Code Log Started 2026-01-26T07:58:32.772Z ===
[2026-01-26T07:58:32.774Z] [CLI] Starting CLI process
[2026-01-26T07:58:32.807Z] [CLI] Starting distilled CLI | {"config":{"_id":"Option","_tag":"Some","value":"../distilled-cloudflare/distilled.config.ts"},"model":"claude-sonnet"}
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/putIndicatorFeedSnapshot/Developer has 17 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/putIndicatorFeedSnapshot/Reviewer has 5 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/createIndicatorFeed has 23 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/createIndicatorFeed/Designer has 9 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/createIndicatorFeed/Developer has 17 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/createIndicatorFeed/Reviewer has 5 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/updateIndicatorFeed has 23 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/updateIndicatorFeed/Designer has 10 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/updateIndicatorFeed/Developer has 17 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/updateIndicatorFeed/Reviewer has 5 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/dataIndicatorFeed has 23 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/dataIndicatorFeed/Designer has 10 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/dataIndicatorFeed/Developer has 17 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/dataIndicatorFeed/Reviewer has 5 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/getIndicatorFeed has 23 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/getIndicatorFeed/Designer has 10 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/getIndicatorFeed/Developer has 17 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent intel/getIndicatorFeed/Reviewer has 5 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations has 14 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/createOrganization has 23 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/createOrganization/Designer has 8 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/createOrganization/Developer has 17 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/createOrganization/Reviewer has 5 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/updateOrganization has 23 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/updateOrganization/Designer has 9 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/updateOrganization/Developer has 17 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/updateOrganization/Reviewer has 5 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/deleteOrganization has 23 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/deleteOrganization/Designer has 9 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/deleteOrganization/Developer has 17 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/deleteOrganization/Reviewer has 5 flat references
[2026-01-26T07:58:33.826Z] [collectAgents] Agent organizations/getOrganization has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/getOrganization/Designer has 9 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/getOrganization/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/getOrganization/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/putOrganizationProfile has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/putOrganizationProfile/Designer has 9 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/putOrganizationProfile/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/putOrganizationProfile/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/getOrganizationProfile has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/getOrganizationProfile/Designer has 9 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/getOrganizationProfile/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent organizations/getOrganizationProfile/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/putSnippet has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/putSnippet/Designer has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/putSnippet/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/putSnippet/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/deleteSnippet has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/deleteSnippet/Designer has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/deleteSnippet/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/deleteSnippet/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/getSnippet has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/getSnippet/Designer has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/getSnippet/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/getSnippet/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/getContent has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/getContent/Designer has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/getContent/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent snippets/getContent/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/putFilter has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/putFilter/Designer has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/putFilter/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/putFilter/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/deleteFilter has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/deleteFilter/Designer has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/deleteFilter/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/deleteFilter/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/bulkDeleteFilters has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/bulkDeleteFilters/Designer has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/bulkDeleteFilters/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/bulkDeleteFilters/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/getFilter has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/getFilter/Designer has 10 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/getFilter/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent filters/getFilter/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent email-security has 54 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent email-security/createSettingImpersonationRegistry has 23 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent email-security/createSettingImpersonationRegistry/Designer has 9 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent email-security/createSettingImpersonationRegistry/Developer has 17 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent email-security/createSettingImpersonationRegistry/Reviewer has 5 flat references
[2026-01-26T07:58:33.827Z] [collectAgents] Agent email-security/deleteSettingImpersonationRegistry has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingImpersonationRegistry/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingImpersonationRegistry/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingImpersonationRegistry/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingImpersonationRegistry has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingImpersonationRegistry/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingImpersonationRegistry/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingImpersonationRegistry/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingImpersonationRegistry has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingImpersonationRegistry/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingImpersonationRegistry/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingImpersonationRegistry/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingDomain has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingDomain/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingDomain/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingDomain/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingDomain has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingDomain/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingDomain/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingDomain/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingDomain has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingDomain/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingDomain/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingDomain/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/createSettingBlockSender has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/createSettingBlockSender/Designer has 9 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/createSettingBlockSender/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/createSettingBlockSender/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingBlockSender has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingBlockSender/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingBlockSender/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingBlockSender/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingBlockSender has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingBlockSender/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingBlockSender/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingBlockSender/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingBlockSender has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingBlockSender/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingBlockSender/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/getSettingBlockSender/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/createSettingTrustedDomain has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/createSettingTrustedDomain/Designer has 8 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/createSettingTrustedDomain/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/createSettingTrustedDomain/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingTrustedDomain has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingTrustedDomain/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingTrustedDomain/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/deleteSettingTrustedDomain/Reviewer has 5 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingTrustedDomain has 23 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingTrustedDomain/Designer has 10 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingTrustedDomain/Developer has 17 flat references
[2026-01-26T07:58:33.828Z] [collectAgents] Agent email-security/patchSettingTrustedDomain/Reviewer has 5 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/getSettingTrustedDomain has 23 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/getSettingTrustedDomain/Designer has 10 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/getSettingTrustedDomain/Developer has 17 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/getSettingTrustedDomain/Reviewer has 5 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/createSettingAllowPolicy has 23 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/createSettingAllowPolicy/Designer has 9 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/createSettingAllowPolicy/Developer has 17 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/createSettingAllowPolicy/Reviewer has 5 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/deleteSettingAllowPolicy has 23 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/deleteSettingAllowPolicy/Designer has 10 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/deleteSettingAllowPolicy/Developer has 17 flat references
[2026-01-26T07:58:33.829Z] [collectAgents] Agent email-security/deleteSettingAllowPolicy/Reviewer has 5 flat references
